Product Number,TEXT,isP_bin,1RE_val,2RE_val,G_val,A_val
9B15C004,,1,WHITE,SOUTHERN AFRICA,MAN,
9B15M006,,1,BROWN,SOUTHERN ASIA,MAN,66
9B14B016,,1,WHITE,WESTERN ASIA,MAN,
9B14M050,,1,,,,
9B15A003,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B15M024,,1,ASIAN,EASTERN ASIA,WOMAN,
9B15M031,,1,WHITE,WESTERN EUROPE,MAN,50
9B15M018,,0,,,,
9B15M008,,1,BLACK,EASTERN AFRICA,MAN,
9B14M124,,1,BROWN,EASTERN ASIA,MAN,
9B15C006,,1,ASIAN,SOUTHEASTERN ASIA,WOMAN,59
9B15M012,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M020,,1,ASIAN,EASTERN ASIA,MAN,
9B15M025,,1,WHITE,NORTH AMERICA,MAN,
9B15M026,,1,WHITE,NORTH AMERICA,MAN,
9B14A070,,1,WHITE,SOUTHERN AFRICA,WOMAN,
9B14A071,,0,,,,
9B15E004,,1,BROWN,SOUTHERN ASIA,MAN,
9B15C008,,1,WHITE,NORTH AMERICA,MAN,
9B14M166,,1,ASIAN,EASTERN ASIA,MAN,55
9B15A001,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C056,,1,WHITE,NORTH AMERICA,MAN,
9B15D005,,1,WHITE,NORTH AMERICA,WOMAN,
9B14E026,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M129,,1,ASIAN,EASTERN ASIA,MAN,73
9B15C002,,1,WHITE,NORTH AMERICA,WOMAN,
9B14A074,,1,ASIAN,EASTERN ASIA,MAN,53
9B14E025,,1,BROWN,EASTERN ASIA,MAN,
9B15D002,,1,ASIAN,EASTERN ASIA,WOMAN,
9B15E003,,1,WHITE,NORTH AMERICA,MAN,
9B14C057,,1,WHITE,SOUTHERN ASIA,WOMAN,43
9B14A047,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A075,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M170,,1,WHITE,NORTHERN EUROPE,MAN,
9B14A048,,0,,,,
9B14A059,,1,WHITE,NORTH AMERICA,MAN,
9B14M150,,1,WHITE,NORTH AMERICA,WOMAN,
9B14M139,,1,,WESTERN ASIA,WOMAN,
9B14M160,,0,,,,
9B15M004,,0,,,,
9B14M168,,1,WHITE,WESTERN EUROPE,MAN,50
9B15E001,,0,,,,
9B15M003,,1,BROWN,SOUTHERN ASIA,MAN,
9B14E029,,1,ASIAN,EASTERN ASIA,MAN,
9B14M169,,1,WHITE,WESTERN EUROPE,MAN,
9B14M141,,1,,,,
9B14A069,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M110,,1,ASIAN,EASTERN ASIA,MAN,
9B14A044,,1,WHITE,NORTH AMERICA,MAN,
9B14M136,,0,,,,
9B14M161,,1,BLACK,SOUTHERN AFRICA,MAN,50
9B14M146,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N034,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A073,,1,WHITE,WESTERN EUROPE,MAN,56
9B14B001,,1,WHITE,NORTH AMERICA,MAN,
9B14A065,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C028,,1,BLACK,SOUTHERN AFRICA,MAN,47
9B14M105,,1,WHITE,WESTERN EUROPE,MAN,41
9B14M148,,0,,,,
9B14M149,,0,,,,
9B14M132,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B14C050,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M137,,1,BROWN,SOUTHERN ASIA,MAN,42
9B14M138,,1,BROWN,SOUTHERN ASIA,MAN,42
9B14M135,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B14M143,,1,WHITE,NORTH AMERICA,MAN,
9B14M157,,1,WHITE,NORTH AMERICA,MAN,55
9B14M057,,1,WHITE,NORTH AMERICA,MAN,
9B14M058,,1,WHITE,NORTH AMERICA,MAN,
9B13E013,,1,WHITE,,MAN,
9B13E014,,1,WHITE,,MAN,
9B14E022,,1,WHITE,NORTH AMERICA,MAN,
9B14A066,,1,WHITE,WESTERN EUROPE,MAN,
9B14M134,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B14M140,,1,WHITE,NORTH AMERICA,MAN,
9B14C051,,1,BROWN,SOUTHERN ASIA,MAN,57
9B14M131,,1,WHITE,NORTH AMERICA,MAN,
9B14D010,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N032,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M114,,0,,,,
9B14A060,,1,WHITE,NORTH AMERICA,MAN,
9B14A067,,1,WHITE,NORTH AMERICA,WOMAN,
9B14C025,,1,WHITE,NORTH AMERICA,WOMAN,46
9B14C026,,1,WHITE,NORTH AMERICA,MAN,
9B14C047,,1,,,MAN,
9B14M117,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M128,,0,,,,
9B14A042,,1,WHITE,NORTH AMERICA,MAN,
9B14A043,,1,WHITE,NORTH AMERICA,MAN,
9B14C053,,1,WHITE,NORTH AMERICA,MAN,0
9B14M002,,1,BROWN,SOUTHERN ASIA,MAN,
9B14E021,,0,,,,
9B14A058,,1,BROWN,SOUTHERN ASIA,MAN,0
9B14C048,,0,,,,
9B14M078,,0,,,,
9B14M108,,1,ASIAN,EASTERN ASIA,MAN,51
9B14M120,,1,WHITE,NORTHERN EUROPE,MAN,
9B14M121,,1,,,,0
9B14C032,,1,BROWN,SOUTHERN ASIA,MAN,50
9B14M109,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M126,,1,WHITE,NORTH AMERICA,MAN,
9B14A034,,0,,,,
9B14C024,,1,WHITE,NORTH AMERICA,WOMAN,
9B14C045,,1,WHITE,NORTH AMERICA,WOMAN,
9B14C046,,1,WHITE,NORTH AMERICA,WOMAN,
9B14M076,,1,WHITE,NORTH AMERICA,MAN,
9B14M123,,1,ASIAN,EASTERN ASIA,MAN,
9B14N031,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M087,,1,WHITE,NORTH AMERICA,WOMAN,
9B14M118,,1,WHITE,NORTH AMERICA,MAN,
9B14M119,,1,WHITE,NORTHERN EUROPE,MAN,
9B13C004,,0,,,,
9B14M116,,1,WHITE,NORTH AMERICA,MAN,
9B14A028,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A055,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M098,,1,,,,
9B14M112,,0,,,,
9B14A057,,1,BROWN,SOUTHERN ASIA,MAN,40
9B14M115,,0,,,,
9B14M079,,1,ASIAN,EASTERN ASIA,MAN,
9B14M100,,0,,,,
9B14A041,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N018,,0,,,,
9B14A056,,0,,,,
9B14M106,,0,,,,
9B14M111,,0,,,,
9B14A046,,1,BROWN,SOUTHERN ASIA,MAN,44
9B14A052,,1,WHITE,NORTH AMERICA,MAN,
9B14M070,,0,,,,
9B14M082,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M084,,1,BROWN,SOUTHERN ASIA,MAN,
9B14B014,,1,WHITE,NORTH AMERICA,WOMAN,53
9B14N028,,1,WHITE,NORTH AMERICA,MAN,
9B14N029,,1,WHITE,NORTH AMERICA,MAN,
9B14N030,,1,WHITE,NORTH AMERICA,MAN,
9B14A039,,1,WHITE,NORTH AMERICA,MAN,
9B14C042,,1,BROWN,WESTERN ASIA,MAN,
9B14C043,,1,BROWN,WESTERN ASIA,MAN,
9B14M071,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B14N020,,1,WHITE,NORTH AMERICA,MAN,
9B14A049,,0,,,,
9B14M113,,1,ASIAN,EASTERN ASIA,MAN,45
9B14A033,,1,BROWN,NORTH AMERICA,MAN,
9B14N025,,0,,,,
9B14C018,,1,BROWN,SOUTHERN ASIA,WOMAN,82
9B14C019,,1,BROWN,SOUTHERN ASIA,WOMAN,82
9B14C038,,1,WHITE,UNKNOWN,MAN,
9B14B013,,1,WHITE,NORTH AMERICA,WOMAN,
9B14C041,,1,,NORTH AMERICA,MAN,
9B14E018,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N024,,1,ASIAN,NORTH AMERICA,WOMAN,
9B14M088,,1,WHITE,NORTHERN EUROPE,MAN,
9B14A026,,1,WHITE,NORTH AMERICA,MAN,
9B14A027,,1,WHITE,NORTH AMERICA,MAN,
9B14N022,,1,WHITE,NORTH AMERICA,WOMAN,
9B14A038,,1,WHITE,NORTH AMERICA,WOMAN,
9B14E014,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M095,,1,,NORTH AMERICA,WOMAN,
9B14N021,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M086,,1,ASIAN,EASTERN ASIA,MAN,44
9B13M101,,1,WHITE,NORTH AMERICA,MAN,53
9B14C036,,1,,,WOMAN,
9B14C037,,1,WHITE,NORTH AMERICA,MAN,
9B14M102,,1,WHITE,NORTHERN EUROPE,MAN,56
9B14A031,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M047,,1,WHITE,NORTH AMERICA,MAN,60
9B14M104,,0,,,,
9B14M101,,0,,,,
9B14M103,,1,ASIAN,EASTERN ASIA,WOMAN,
9B14A040,,0,,,,
9B14E017,,0,,,,
9B14M081,,1,BROWN,SOUTHERN ASIA,WOMAN,50
9B14M091,,1,WHITE,SOUTHERN ASIA,MAN,34
9B14M092,,1,WHITE,SOUTHERN ASIA,MAN,34
9B14M096,,0,,,,
9B14A017,,0,,,,
9B14A036,,1,WHITE,WESTERN EUROPE,MAN,
9B14M064,,1,,WESTERN ASIA,MAN,38
9B14M093,,1,WHITE,NORTH AMERICA,MAN,
9B14M097,,1,WHITE,NORTH AMERICA,MAN,40
9B14M013,,1,WHITE,NORTH AMERICA,MAN,
9B14M073,,0,,,,
9B14C034,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M072,,1,,SOUTH AMERICA,MAN,
9B14M094,,1,WHITE,NORTH AMERICA,MAN,
9B14A020,,0,,,,
9B14A035,,1,WHITE,NORTH AMERICA,MAN,
9B14N014,,1,BROWN,SOUTHERN ASIA,MAN,34
9B14N016,,1,ASIAN,EASTERN ASIA,MAN,65
9B14M099,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N019,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M010,,1,WHITE,NORTH AMERICA,MAN,
9B14M083,,1,WHITE,NORTH AMERICA,MAN,
9B14M085,,1,WHITE,NORTHERN EUROPE,MAN,
9B14M011,,1,WHITE,NORTH AMERICA,WOMAN,
9B14C033,,1,WHITE,NORTH AMERICA,MAN,
9B14C035,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M009,,1,WHITE,NORTH AMERICA,MAN,
9B14M012,,1,,NORTH AMERICA,MAN,
9B14M045,,1,WHITE,NORTHERN EUROPE,MAN,56
9B14M090,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B14M053,,1,,,MAN,
9B14D006,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A029,,1,,,MAN,
9B14A032,,1,,,WOMAN,
9B14M052,,1,ASIAN,EASTERN ASIA,MAN,
9B14A025,,1,WHITE,NORTH AMERICA,MAN,
9B14E007,,1,ASIAN,,WOMAN,
9B14M068,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M069,,0,,,,
9B14N012,,1,BROWN,,MAN,
9B14N017,,1,WHITE,NORTH AMERICA,MAN,60
9B14D007,,1,WHITE,NORTH AMERICA,MAN,
9B14M044,,1,WHITE,NORTH AMERICA,MAN,
9B14M077,,1,ASIAN,EASTERN ASIA,MAN,
9B14A021,,1,WHITE,NORTH AMERICA,MAN,41
9B14E009,,1,ASIAN,,MAN,
9B14C008,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C027,,1,WHITE,SOUTHERN AFRICA,MAN,
9B14M066,,1,BROWN,SOUTHERN ASIA,MAN,32
9B14M075,,0,,,,
9B14C017,,1,BLACK,,WOMAN,
9B14C031,,1,,,WOMAN,
9B14E012,,1,WHITE,,MAN,
9B14D004,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M065,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B14A023,,1,BROWN,SOUTHERN ASIA,MAN,
9B14E013,,1,WHITE,,WOMAN,
9B14N011,,0,,,,
9B14N013,,1,WHITE,,WOMAN,
9B14A016,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A018,,1,,,WOMAN,
9B14E011,,1,,,WOMAN,
9B14A011,,1,WHITE,NORTH AMERICA,WOMAN,23
9B14A019,,0,,,,
9B14A004,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A015,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C010,,1,ASIAN,EASTERN ASIA,MAN,
9B14C020,,1,BROWN,EASTERN ASIA,WOMAN,
9B14D003,,1,WHITE,,WOMAN,
9B14E006,,1,WHITE,,MAN,
9B14D005,,1,WHITE,,WOMAN,
9B14A012,,1,WHITE,,WOMAN,
9B14B008,,1,,,MAN,
9B14M054,,1,ASIAN,EASTERN ASIA,MAN,
9B14N005,,0,,,,
9B14M026,,1,WHITE,SOUTHERN AFRICA,MAN,
9B14B007,,1,WHITE,NORTH AMERICA,MAN,
9B14A010,,1,WHITE,,MAN,
9B14B006,,1,WHITE,NORTH AMERICA,MAN,
9B14M046,,0,,,,
9B14M046B,,0,,,,
9B14M006,,1,WHITE,WESTERN ASIA,MAN,
9B14C022,,1,WHITE,NORTH AMERICA,MAN,
9B14C023,,1,WHITE,NORTH AMERICA,MAN,
9B14M037,,1,WHITE,NORTH AMERICA,MAN,
9B14M056,,1,WHITE,NORTH AMERICA,MAN,
9B14E008,,1,WHITE,NORTH AMERICA,WOMAN,
9B13A052,,1,WHITE,NORTHERN EUROPE,MAN,50
9B14A014,,1,WHITE,NORTH AMERICA,WOMAN,45
9B14M038,,1,WHITE,,MAN,
9B14M035,,0,,,,
9B14M017,,1,WHITE,NORTH AMERICA,MAN,60
9B14B004,,1,ASIAN,EASTERN ASIA,MAN,
9B14C021,,1,WHITE,NORTHERN EUROPE,WOMAN,
9B14M049,,1,WHITE,NORTH AMERICA,MAN,
9B14N009,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A043,,1,WHITE,NORTH AMERICA,WOMAN,
9B14M018,,1,WHITE,,MAN,
9B14M019,,1,WHITE,,WOMAN,
9B14M040,,1,WHITE,NORTH AMERICA,MAN,75
9B14M031A,,1,WHITE,NORTH AMERICA,MAN,
9B14M031B,,1,WHITE,NORTHERN EUROPE,MAN,48
9B14M031C,,1,WHITE,NORTH AMERICA,MAN,62
9B13A048,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A007,,1,WHITE,NORTH AMERICA,MAN,
9B14N006,,0,,,,
9B14A009,,1,WHITE,NORTH AMERICA,MAN,70
9B14N002,,0,,,,
9B13M133,,1,WHITE,NORTH AMERICA,MAN,
9B14M025,,1,WHITE,NORTH AMERICA,WOMAN,
9B14B005,,0,,,,
9B14D001,,0,,,,
9B14D002,,1,BLACK,EASTERN AFRICA,WOMAN,
9B14M041,,1,BLACK,WESTERN AFRICA,MAN,
9B14M042,,1,,WESTERN AFRICA,MAN,
9B14M043,,1,,EASTERN AFRICA,WOMAN,
9B13M097,,1,,NORTHERN AFRICA,WOMAN,60
9B13M098,,1,,NORTHERN AFRICA,WOMAN,60
9B13M099,,1,,NORTHERN AFRICA,WOMAN,60
9B14M023,,1,,NORTHERN AFRICA,WOMAN,
9B14M024,,1,,NORTHERN AFRICA,WOMAN,
9B13M134,,0,,,,
9B14N010,,1,WHITE,NORTH AMERICA,MAN,
9B13C047,,0,,,,
9B14A001,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A002,,1,WHITE,NORTH AMERICA,WOMAN,
9B14B002,,1,WHITE,NORTH AMERICA,MAN,
9B14C016,,0,,,,
9B13A016,,1,WHITE,WESTERN ASIA,MAN,54
9B14C014,,1,WHITE,NORTH AMERICA,MAN,
9B14M001,,0,,,,
9B14N007,,1,WHITE,NORTH AMERICA,MAN,
9B14A008,,1,WHITE,NORTH AMERICA,WOMAN,66
9B14E004,,1,WHITE,NORTH AMERICA,MAN,
9B14M008,,1,WHITE,NORTH AMERICA,MAN,
9B14M020,,0,,,,
9B14M021,,0,,,,
9B14A003,,0,,,,
9B14C002,,1,BROWN,SOUTHERN ASIA,WOMAN,22
9B14E005,,1,BLACK,NORTH AMERICA,MAN,53
9B14C005,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C006,,1,WHITE,NORTHERN EUROPE,MAN,
9B14C007,,0,,,,
9B14C011,,0,,,,
9B14C015,,1,WHITE,NORTHERN EUROPE,MAN,
9B13M137,,1,WHITE,NORTH AMERICA,MAN,
9B13D021,,1,ASIAN,EASTERN ASIA,MAN,60
9B13D022,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M003,,1,WHITE,NORTH AMERICA,MAN,
9B13D020,,1,WHITE,EASTERN EUROPE,MAN,44
9B13M118,,1,WHITE,NORTH AMERICA,MAN,
9B14C004,,1,BROWN,SOUTHERN ASIA,MAN,75
9B14M027,,1,BROWN,NORTH AMERICA,WOMAN,
9B13N024,,0,,,,
9B13M089,,1,WHITE,NORTH AMERICA,MAN,
9B14M005,,1,BLACK,EASTERN AFRICA,MAN,
9B13M067,,1,WHITE,NORTH AMERICA,MAN,
9B14C001,,1,WHITE,NORTH AMERICA,MAN,
9B13M110,,1,WHITE,NORTH AMERICA,MAN,
9B14N003,,1,WHITE,NORTH AMERICA,MAN,
9B13N025,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B13A050,,1,WHITE,NORTH AMERICA,MAN,43
9B13A047,,1,BROWN,SOUTHERN ASIA,MAN,
9B14E002,,0,,,,
9B13A049,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C003,,1,WHITE,NORTH AMERICA,MAN,23
9B13C030,,0,,,,
9B14M015,,1,WHITE,NORTH AMERICA,MAN,
9B14M016,,1,WHITE,NORTH AMERICA,MAN,
9B13M077,,1,ASIAN,EASTERN ASIA,WOMAN,
9B13M119,,0,,,,
9B14E001,,1,ASIAN,NORTH AMERICA,MAN,
9B13M122,,1,ASIAN,EASTERN ASIA,MAN,
9B13A045,,1,BROWN,SOUTHERN ASIA,MAN,
9B13M128,,1,BROWN,SOUTHERN ASIA,MAN,
9B13D019,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A036,,1,BROWN,SOUTHERN ASIA,MAN,
9B13M115,,1,BROWN,SOUTHERN ASIA,MAN,
9B13M120,,1,ASIAN,EASTERN ASIA,MAN,
9B13M131,,1,WHITE,NORTH AMERICA,MAN,
9B13M132,,1,WHITE,NORTH AMERICA,MAN,
9B14N001,,1,WHITE,NORTH AMERICA,MAN,
9B13C040,,1,BROWN,SOUTHERN ASIA,MAN,63
9B13M135,,1,WHITE,NORTH AMERICA,MAN,76
9B13M136,,1,WHITE,NORTH AMERICA,MAN,76
9B13B022,,1,BROWN,SOUTHERN ASIA,MAN,
9B13C046,,1,WHITE,NORTH AMERICA,MAN,29
9B13M106,,1,,WESTERN ASIA,WOMAN,
9B13M116,,1,WHITE,NORTH AMERICA,MAN,64
9B13M129,,1,BROWN,SOUTHERN ASIA,MAN,
9B13N026,,0,,,,
9B13M113,,0,,,,
9B13D018,,1,BROWN,SOUTHERN ASIA,MAN,
9B13M105,,1,BROWN,SOUTHERN ASIA,MAN,43
9B13C044,,1,WHITE,NORTH AMERICA,MAN,
9B13B021,,1,ASIAN,SOUTHEASTERN ASIA,WOMAN,
9B13M124,,0,,,,
9B13B024,,1,WHITE,NORTH AMERICA,MAN,
9B13M121,,0,,,,
9B13E030,,0,,,,
9B13M107,,0,,,,
9B13A037,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M126,,1,WHITE,NORTHERN EUROPE,MAN,53
9B13M100,,1,WHITE,NORTH AMERICA,MAN,
9B13C005,,1,WHITE,NORTH AMERICA,MAN,
9B13A026,,1,WHITE,NORTH AMERICA,MAN,
9B13C015,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M111,,0,,,,
9B13A035,,1,WHITE,CARIBBEAN,MAN,35
9B13M123,,1,WHITE,NORTH AMERICA,MAN,
9B13A034,,1,WHITE,NORTH AMERICA,MAN,
9B13C039,,,,,,
9B13A039,,1,WHITE,SOUTHERN EUROPE,MAN,56
9B13D017,,1,WHITE,NORTH AMERICA,MAN,
9B13A023,,1,WHITE,NORTH AMERICA,MAN,
9B13A042,,0,,,,
9B13A029,,0,,,,
9B13M104,,1,WHITE,WESTERN EUROPE,MAN,58
9B13M109,,1,WHITE,NORTH AMERICA,WOMAN,
9B13N023,,1,WHITE,NORTH AMERICA,MAN,
9B13N015,,0,,,,
9B13A033,,1,WHITE,NORTH AMERICA,MAN,
9B13A038,,1,WHITE,NORTH AMERICA,MAN,
9B13C037,,1,WHITE,NORTH AMERICA,MAN,
9B13M112,,1,WHITE,NORTHERN EUROPE,MAN,
9B13M117,,1,WHITE,WESTERN EUROPE,MAN,
9B13C038,,1,WHITE,NORTH AMERICA,MAN,
9B13N022,,1,WHITE,NORTH AMERICA,MAN,
9B13M108,,1,WHITE,NORTH AMERICA,MAN,
9B13C032,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B13E031,,1,WHITE,NORTH AMERICA,WOMAN,
9B13E029,,1,BROWN,SOUTHERN ASIA,MAN,
9B13C034,,0,,,,
9B13E028,,1,BROWN,SOUTHERN ASIA,MAN,
9B13C035,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B13M080,,1,BROWN,SOUTHERN ASIA,MAN,
9B13N021,,1,WHITE,NORTH AMERICA,MAN,
9B13A030,,1,WHITE,NORTH AMERICA,MAN,60
9B13M088,,1,BROWN,SOUTHERN ASIA,MAN,52
9B13A032,,0,,,,
9B13N019,,1,BROWN,SOUTHERN ASIA,MAN,
9B13C029,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M092,,1,WHITE,NORTH AMERICA,MAN,
9B13N020,,1,ASIAN,NORTH AMERICA,MAN,
9B13M086,,1,WHITE,NORTH AMERICA,MAN,
9B13M103,,1,BROWN,NORTH AMERICA,WOMAN,
9B13M083,,0,,,,
9B13M082,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A031,,1,WHITE,NORTH AMERICA,WOMAN,
9B13E027,,1,ASIAN,EASTERN ASIA,MAN,
9B13E026,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M087,,1,,NORTH AMERICA,MAN,
9B13D016,,1,BROWN,SOUTHERN ASIA,MAN,
9B13E025,,0,,,,
9B13M093,,1,WHITE,NORTH AMERICA,MAN,
9B13M081,,1,BROWN,SOUTHERN ASIA,MAN,25
9B13B019,,0,,,,
9B13C028,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A028,,1,WHITE,NORTH AMERICA,MAN,
9B13N016,,0,,,,
9B13N004,,0,,,,
9B13E019,,1,WHITE,NORTH AMERICA,MAN,
9B13M090,,1,WHITE,NORTH AMERICA,MAN,73
9B13M091,,1,WHITE,NORTH AMERICA,MAN,
9B13M095,,1,WHITE,NORTH AMERICA,MAN,
9B13M096,,1,WHITE,NORTH AMERICA,MAN,
9B13A025,,1,WHITE,NORTH AMERICA,MAN,
9B13C031,,1,WHITE,NORTH AMERICA,MAN,29
9B13M094,,1,WHITE,NORTH AMERICA,MAN,
9B13C019,,1,WHITE,NORTH AMERICA,MAN,52
9B13M084,,1,WHITE,NORTH AMERICA,MAN,57
9B13A018,,1,BROWN,SOUTHERN ASIA,MAN,
9B13C025,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A024,,0,,,,
9B13M065,,0,,,,
9B13C023,,0,,,,
9B13E024,,1,WHITE,NORTH AMERICA,MAN,
9B13A015,,1,BROWN,SOUTHERN ASIA,MAN,
9B13E023,,1,WHITE,EASTERN ASIA,MAN,
9B13M062,,0,,,,
9B13C022,,1,WHITE,NORTH AMERICA,WOMAN,
9B13E018,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A022,,1,BROWN,SOUTHERN ASIA,MAN,
9B13B017,,1,WHITE,SOUTHERN EUROPE,MAN,31
9B13C027,,1,WHITE,WESTERN EUROPE,WOMAN,32
9B13M070,,0,,,,
9B13M073,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A021,,1,BLACK,NORTH AMERICA,MAN,
9B12B032,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M079,,0,,,,
9B13A020,,1,WHITE,NORTH AMERICA,MAN,23
9B13N017,,1,WHITE,NORTH AMERICA,MAN,
9B13E020,,1,WHITE,NORTH AMERICA,WOMAN,
9B13N013,,1,ASIAN,EASTERN ASIA,MAN,67
9B13M060,,1,BROWN,EASTERN EUROPE,MAN,39
9B12A037,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M051,,1,WHITE,SOUTHERN AFRICA,MAN,
9B13D013,,1,BROWN,SOUTHERN ASIA,MAN,
9B13D014,,1,WHITE,NORTH AMERICA,MAN,
9B13D015,,1,WHITE,NORTH AMERICA,MAN,
9B13A012,,1,BROWN,SOUTHERN ASIA,MAN,
9B13C014,,0,,,,
9B13M069,,1,ASIAN,EASTERN ASIA,MAN,
9B13M074,,,,,,
9B13C024,,1,INDIGENOUS,NORTH AMERICA,WOMAN,
9B13C026,,1,WHITE,NORTH AMERICA,MAN,
9B13A014,,1,WHITE,NORTH AMERICA,MAN,
9B13B018,,1,WHITE,NORTH AMERICA,MAN,
9B13N012,,1,ASIAN,EASTERN ASIA,MAN,
9B13A017,,1,BROWN,SOUTHERN ASIA,MAN,
9B13A019,,1,,,,
9B13M075,,0,,,,
9B13M072,,1,WHITE,NORTH AMERICA,MAN,
9B13B016,,1,WHITE,NORTH AMERICA,MAN,
9B13E017,,1,,,WOMAN,
9B13M059,,0,,,,
9B13M071,,1,WHITE,NORTH AMERICA,MAN,40
9B13A013,,1,ASIAN,NORTH AMERICA,WOMAN,
9B13M064,,1,,NORTH AMERICA,MAN,
9B13M061,,1,ASIAN,EASTERN ASIA,MAN,
9B13M066,,1,WHITE,NORTH AMERICA,MAN,
9B13M055,,1,BROWN,SOUTHERN ASIA,MAN,
9B13M068,,1,WHITE,NORTH AMERICA,MAN,46
9B13B014,,0,,,,
9B13B015,,0,,,,
9B13N014,,1,WHITE,NORTH AMERICA,MAN,
9B13C020,,1,WHITE,NORTH AMERICA,WOMAN,
9B13C021,,1,WHITE,NORTH AMERICA,WOMAN,
9B13D005,,1,WHITE,NORTH AMERICA,MAN,
9B13C011,,1,WHITE,NORTH AMERICA,MAN,55
9B13D012,,0,,,,
9B13C018,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M032,,1,WHITE,NORTH AMERICA,MAN,
9B13M049,,1,WHITE,NORTH AMERICA,WOMAN,37
9B13M063,,1,WHITE,NORTH AMERICA,MAN,47
9B13M048,,1,BROWN,SOUTHERN ASIA,MAN,
9B13D011,,1,BROWN,SOUTHERN ASIA,MAN,
9B13E015,,1,BROWN,SOUTHERN ASIA,MAN,40
9B13A007,,0,,,,
9B13C009,,1,BROWN,SOUTHERN ASIA,MAN,29
9B13C007,,1,BROWN,SOUTHERN ASIA,MAN,
9B12M121,,1,ASIAN,EASTERN ASIA,MAN,
9B13M039,,1,WHITE,WESTERN EUROPE,MAN,
9B13C010,,1,BROWN,SOUTHERN ASIA,MAN,21
9B13M057,,1,BROWN,SOUTHERN ASIA,MAN,
9B13M058,,1,BROWN,SOUTHERN ASIA,MAN,
9B13N009,,1,WHITE,NORTH AMERICA,MAN,65
9B13C008,,1,BROWN,SOUTHERN ASIA,MAN,
9B13N010,,1,WHITE,NORTH AMERICA,MAN,
9B13N007,,1,WHITE,NORTH AMERICA,MAN,
9B13B013,,1,WHITE,NORTH AMERICA,MAN,
9B13B011,,1,WHITE,NORTH AMERICA,WOMAN,
9B13M036,,1,WHITE,UNKNOWN,WOMAN,47
